Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
416.0,Monte Morris,29.0,PHO,PG,40.0,0.0,13.1,1.7,4.3,0.404,0.6,1.8,0.301,1.2,2.5,0.48,0.468,0.9,1.0,0.85,0.3,1.2,1.4,1.7,0.4,0.1,0.4,0.5,4.9,
417.0,Jaylen Clark,23.0,MIN,SG,14.0,1.0,14.3,1.6,4.0,0.411,0.6,1.7,0.375,1.0,2.3,0.438,0.491,0.9,1.1,0.75,0.9,0.7,1.6,0.4,0.6,0.1,0.1,1.6,4.8,
418.0,Ryan Rollins,22.0,MIL,PG,37.0,7.0,12.3,1.8,4.2,0.442,0.6,1.7,0.344,1.2,2.4,0.511,0.513,0.5,0.6,0.826,0.4,1.2,1.6,1.3,0.7,0.3,0.8,1.3,4.8,
419.0,Tre Jones,25.0,2TM,PG,31.0,0.0,16.2,1.7,3.5,0.486,0.3,0.9,0.286,1.5,2.6,0.556,0.523,1.0,1.3,0.8,0.5,1.5,2.1,3.5,0.7,0.2,0.7,1.2,4.7,
420.0,Tre Jones,25.0,SAS,PG,28.0,0.0,16.1,1.6,3.3,0.484,0.3,0.9,0.308,1.3,2.4,0.552,0.527,0.9,1.2,0.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,
421.0,Tre Jones,25.0,CHI,PG,3.0,0.0,17.7,2.7,5.3,0.5,0.0,0.7,0.0,2.7,4.7,0.571,0.5,2.3,2.3,1.0,0.7,1.3,2.0,2.0,1.7,0.0,0.3,1.3,7.7,
422.0,Taylor Hendricks,21.0,UTA,PF,3.0,3.0,25.0,1.3,6.0,0.222,1.0,4.0,0.25,0.3,2.0,0.167,0.306,1.0,1.3,0.75,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,
423.0,Aaron Holiday,28.0,HOU,PG,39.0,3.0,12.2,1.7,4.0,0.419,0.9,2.5,0.343,0.8,1.4,0.554,0.529,0.5,0.6,0.913,0.2,1.0,1.2,1.3,0.4,0.1,0.5,1.2,4.7,
424.0,Jordan Miller,25.0,LAC,SF,30.0,0.0,12.4,1.8,4.2,0.429,0.3,1.2,0.222,1.5,3.0,0.511,0.46,0.9,1.1,0.788,0.7,1.0,1.7,1.1,0.5,0.2,0.7,0.7,4.7,
425.0,Zach Collins,27.0,2TM,PF,37.0,4.0,11.8,1.7,3.6,0.463,0.4,1.3,0.313,1.3,2.3,0.547,0.519,0.9,1.0,0.892,1.1,1.8,2.9,1.4,0.4,0.4,0.6,1.9,4.6,
426.0,Zach Collins,27.0,SAS,C,36.0,4.0,11.8,1.7,3.7,0.462,0.4,1.3,0.304,1.3,2.4,0.547,0.515,0.9,1.0,0.886,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6,
427.0,Zach Collins,27.0,CHI,PF,1.0,0.0,12.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,
428.0,Mo Bamba,26.0,LAC,C,28.0,2.0,12.6,1.7,3.7,0.466,0.5,1.8,0.3,1.2,1.9,0.623,0.539,0.6,0.9,0.68,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6,
429.0,Charles Bassey,24.0,SAS,C,32.0,1.0,10.8,2.0,3.4,0.573,0.0,0.0,,2.0,3.4,0.573,0.573,0.7,1.0,0.636,1.7,2.8,4.6,0.4,0.4,0.9,0.7,1.4,4.6,
430.0,Trevelin Queen,27.0,ORL,SG,24.0,2.0,15.0,1.7,4.8,0.353,0.7,2.6,0.258,1.0,2.3,0.463,0.422,0.5,0.6,0.867,0.8,0.9,1.8,1.4,1.0,0.3,0.8,1.5,4.6,
431.0,Trentyn Flowers,19.0,LAC,SF,2.0,0.0,8.0,2.0,4.5,0.444,0.0,1.0,0.0,2.0,3.5,0.571,0.444,0.5,0.5,1.0,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.5,4.5,
432.0,Jett Howard,21.0,ORL,SF,45.0,0.0,11.2,1.6,4.3,0.37,1.0,3.1,0.319,0.6,1.2,0.5,0.484,0.3,0.4,0.833,0.4,0.8,1.2,0.7,0.2,0.2,0.5,1.0,4.5,
433.0,Sandro Mamukelashvili,25.0,SAS,PF,33.0,0.0,8.0,1.6,2.8,0.564,0.7,1.7,0.436,0.9,1.2,0.744,0.691,0.6,0.8,0.704,0.6,1.7,2.3,0.5,0.2,0.2,0.4,0.6,4.5,
434.0,David Roddy,23.0,ATL,PF,27.0,3.0,12.8,1.6,3.4,0.473,0.6,1.6,0.372,1.0,1.9,0.56,0.559,0.7,0.8,0.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,
435.0,Malaki Branham,21.0,SAS,SG,31.0,0.0,9.3,1.6,3.6,0.434,0.7,1.7,0.396,0.9,1.9,0.467,0.527,0.5,0.6,0.85,0.1,1.0,1.1,0.8,0.2,0.1,0.9,0.5,4.4,
436.0,Reggie Jackson,34.0,PHI,PG,31.0,1.0,12.4,1.7,4.3,0.391,0.8,2.4,0.338,0.9,1.9,0.458,0.485,0.2,0.3,0.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,
437.0,Pat Connaughton,32.0,MIL,SG,30.0,0.0,15.0,1.6,3.8,0.425,0.7,2.1,0.323,0.9,1.7,0.549,0.513,0.4,0.6,0.765,0.6,2.2,2.7,1.7,0.2,0.3,0.6,1.1,4.3,
438.0,Paul Reed,25.0,DET,C,30.0,0.0,9.9,1.7,3.2,0.531,0.2,0.7,0.3,1.5,2.5,0.592,0.563,0.7,0.9,0.815,0.9,1.7,2.6,1.0,1.0,0.6,0.5,1.7,4.3,
439.0,Daniel Theis,32.0,NOP,C,38.0,9.0,16.3,1.6,3.4,0.473,0.2,1.0,0.243,1.4,2.4,0.565,0.508,0.8,1.0,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,
440.0,Julian Phillips,21.0,CHI,SF,53.0,3.0,12.8,1.5,3.3,0.446,0.6,1.8,0.326,0.9,1.5,0.585,0.534,0.6,0.9,0.723,0.8,1.1,1.9,0.4,0.4,0.2,0.4,1.3,4.2,
441.0,Antonio Reeves,24.0,NOP,SG,24.0,0.0,10.6,1.6,4.0,0.402,0.7,2.1,0.314,1.0,1.9,0.5,0.485,0.3,0.3,0.875,0.4,0.8,1.2,0.8,0.4,0.0,0.3,0.5,4.2,
442.0,Jock Landale,29.0,HOU,C,27.0,0.0,10.7,1.6,3.3,0.483,0.2,0.4,0.5,1.4,2.9,0.481,0.517,0.7,1.1,0.667,1.4,1.9,3.3,0.9,0.2,0.3,0.5,1.0,4.1,
443.0,Kris Murray,24.0,POR,SF,45.0,1.0,13.6,1.7,3.7,0.455,0.4,1.5,0.279,1.2,2.2,0.577,0.512,0.4,0.8,0.421,1.0,1.2,2.2,0.9,0.4,0.2,0.5,0.9,4.1,
444.0,Kyle Lowry,38.0,PHI,PG,33.0,12.0,18.9,1.2,3.4,0.351,0.8,2.5,0.337,0.3,0.8,0.393,0.477,0.8,1.0,0.818,0.3,1.6,2.0,2.8,0.9,0.3,0.6,1.8,4.0,
445.0,Dariq Whitehead,20.0,BRK,SF,9.0,0.0,6.3,1.3,2.8,0.48,1.2,2.3,0.524,0.1,0.4,0.25,0.7,0.1,0.3,0.333,0.1,0.6,0.7,0.1,0.3,0.1,0.7,0.2,4.0,
446.0,Josh Richardson,31.0,MIA,SG,8.0,0.0,18.8,1.4,4.8,0.289,0.8,2.8,0.273,0.6,2.0,0.313,0.368,0.5,0.5,1.0,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,
447.0,Cam Spencer,24.0,MEM,SG,10.0,0.0,12.1,1.3,3.0,0.433,0.5,1.6,0.313,0.8,1.4,0.571,0.517,0.9,0.9,1.0,0.5,1.2,1.7,1.6,0.3,0.1,0.5,1.1,4.0,
448.0,Oscar Tshiebwe,25.0,UTA,C,4.0,0.0,13.5,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,2.0,2.5,0.8,1.8,4.0,5.8,0.3,1.3,0.0,0.3,3.0,4.0,
449.0,TyTy Washington Jr.,23.0,PHO,PG,7.0,0.0,12.4,1.6,4.6,0.344,0.4,2.1,0.2,1.1,2.4,0.471,0.391,0.4,0.6,0.75,0.6,1.1,1.7,1.7,0.4,0.0,0.3,0.1,4.0,
450.0,Ousmane Dieng,21.0,OKC,C,29.0,0.0,11.4,1.4,3.6,0.404,0.6,2.0,0.288,0.9,1.6,0.556,0.486,0.4,0.6,0.688,0.5,1.8,2.3,0.9,0.5,0.2,0.5,0.9,3.9,
451.0,Andre Jackson Jr.,23.0,MIL,SG,51.0,43.0,17.3,1.6,3.4,0.471,0.5,1.4,0.386,1.1,2.0,0.529,0.549,0.2,0.4,0.556,1.1,2.1,3.2,1.5,0.6,0.3,1.0,2.1,3.9,
452.0,Mason Plumlee,34.0,PHO,C,53.0,18.0,17.5,1.5,2.6,0.571,0.0,0.0,0.0,1.5,2.6,0.58,0.571,0.9,1.4,0.627,1.7,4.6,6.3,1.9,0.5,0.7,0.9,2.2,3.9,
453.0,Olivier-Maxence Prosper,22.0,DAL,PF,45.0,4.0,10.8,1.4,3.4,0.414,0.2,1.0,0.205,1.2,2.4,0.5,0.444,0.9,1.3,0.65,0.9,1.5,2.4,0.8,0.5,0.1,0.3,0.5,3.9,
454.0,Gui Santos,22.0,GSW,PF,30.0,1.0,12.5,1.3,2.8,0.47,0.7,1.8,0.407,0.6,1.0,0.586,0.602,0.5,0.8,0.696,1.1,1.7,2.8,1.1,0.4,0.1,0.7,1.5,3.9,
455.0,Dalen Terry,22.0,CHI,SG,49.0,1.0,12.6,1.4,3.1,0.454,0.4,1.2,0.351,1.0,1.9,0.516,0.52,0.7,1.0,0.673,0.6,0.9,1.5,1.2,0.5,0.2,0.7,1.5,3.9,
456.0,Cody Williams,20.0,UTA,SG,29.0,12.0,20.4,1.3,4.3,0.302,0.6,2.3,0.239,0.8,2.0,0.373,0.365,0.7,1.0,0.714,0.5,1.5,2.0,1.3,0.6,0.3,0.9,1.9,3.9,
457.0,Jeenathan Williams,25.0,HOU,SG,7.0,0.0,5.6,1.7,2.6,0.667,0.4,1.0,0.429,1.3,1.6,0.818,0.75,0.0,0.0,,0.1,0.6,0.7,0.6,0.4,0.4,0.6,0.4,3.9,
458.0,Pelle Larsson,23.0,MIA,SG,36.0,1.0,12.6,1.3,2.9,0.453,0.5,1.5,0.34,0.8,1.5,0.566,0.538,0.6,0.9,0.667,0.4,1.1,1.5,0.9,0.4,0.1,0.4,1.7,3.8,
459.0,Micah Potter,26.0,UTA,C,25.0,9.0,16.9,1.3,3.0,0.427,0.9,2.4,0.373,0.4,0.6,0.625,0.573,0.4,0.4,0.9,1.0,2.9,3.9,0.7,0.2,0.4,0.7,1.3,3.8,
460.0,Jae'Sean Tate,29.0,HOU,SF,36.0,2.0,11.9,1.4,3.1,0.464,0.3,0.8,0.3,1.2,2.2,0.525,0.505,0.8,1.1,0.659,0.9,1.3,2.2,0.9,0.6,0.1,0.4,1.8,3.8,
461.0,Patty Mills,36.0,2TM,PG,20.0,0.0,13.6,1.3,4.0,0.329,0.9,3.0,0.283,0.5,1.0,0.474,0.437,0.3,0.3,1.0,0.2,0.9,1.1,1.2,0.7,0.2,0.8,0.7,3.7,
462.0,Patty Mills,36.0,UTA,PG,17.0,0.0,15.3,1.5,4.5,0.342,1.0,3.4,0.298,0.5,1.1,0.474,0.454,0.3,0.3,1.0,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,
463.0,Patty Mills,36.0,LAC,PG,3.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.3,0.0,
464.0,Steven Adams,31.0,HOU,C,38.0,2.0,12.6,1.4,2.7,0.529,0.0,0.0,,1.4,2.7,0.529,0.529,0.8,1.7,0.446,2.8,2.6,5.3,1.1,0.3,0.4,0.9,1.0,3.7,
465.0,Devin Carter,22.0,SAC,PG,16.0,0.0,9.9,1.2,3.8,0.311,0.5,1.9,0.258,0.7,1.9,0.367,0.377,0.8,1.1,0.722,0.4,2.1,2.5,1.3,0.3,0.2,0.5,0.9,3.7,
466.0,Damion Lee,32.0,PHO,SG,15.0,0.0,6.7,1.1,3.4,0.333,0.3,1.7,0.2,0.8,1.7,0.462,0.382,1.1,1.1,0.941,0.1,0.7,0.9,0.5,0.3,0.0,0.4,0.3,3.7,
467.0,Brandon Williams,25.0,DAL,PG,19.0,0.0,8.4,1.3,2.8,0.453,0.5,1.2,0.409,0.8,1.6,0.484,0.538,0.7,0.9,0.765,0.1,0.7,0.8,1.2,0.3,0.1,0.7,0.6,3.7,
468.0,Jevon Carter,29.0,CHI,PG,26.0,0.0,7.2,1.3,3.2,0.402,0.8,2.2,0.362,0.5,0.9,0.5,0.53,0.2,0.3,0.75,0.1,0.9,1.0,1.0,0.3,0.0,0.3,0.3,3.6,
469.0,Isaac Jones,24.0,SAC,PF,25.0,0.0,8.7,1.5,2.3,0.655,0.0,0.2,0.25,1.5,2.2,0.685,0.664,0.6,1.0,0.538,0.6,1.0,1.5,0.3,0.1,0.3,0.5,1.0,3.6,
470.0,Jabari Walker,22.0,POR,SF,39.0,1.0,10.5,1.4,3.0,0.47,0.3,1.0,0.282,1.1,2.0,0.564,0.517,0.5,0.8,0.667,0.8,2.2,3.0,0.5,0.5,0.1,0.5,1.3,3.6,
471.0,Jamal Cain,25.0,NOP,SF,21.0,0.0,12.3,1.2,3.0,0.406,0.5,1.7,0.278,0.8,1.3,0.571,0.484,0.6,0.9,0.667,0.8,1.5,2.3,0.5,0.4,0.3,0.5,1.1,3.5,
472.0,Jeff Dowtin,27.0,PHI,PG,24.0,0.0,11.2,1.4,3.5,0.388,0.3,1.0,0.24,1.1,2.5,0.45,0.424,0.5,0.7,0.706,0.1,1.0,1.2,1.5,0.3,0.2,0.2,0.6,3.5,
473.0,Oso Ighodaro,22.0,PHO,PF,41.0,2.0,14.8,1.5,2.6,0.574,0.0,0.0,0.0,1.5,2.6,0.585,0.574,0.5,0.9,0.528,0.8,2.4,3.2,1.0,0.4,0.4,0.6,1.5,3.5,
474.0,DeAndre Jordan,36.0,DEN,C,40.0,2.0,11.9,1.6,2.5,0.653,0.0,0.0,,1.6,2.5,0.653,0.653,0.3,0.8,0.419,1.4,3.3,4.7,0.9,0.3,0.5,0.7,1.3,3.5,
475.0,Karlo Matković,23.0,NOP,PF,17.0,2.0,14.0,1.4,2.8,0.489,0.3,0.8,0.357,1.1,1.9,0.545,0.543,0.5,0.5,1.0,1.3,2.3,3.6,0.8,0.6,1.2,0.9,2.0,3.5,
476.0,Dario Šarić,30.0,DEN,C,14.0,4.0,14.2,1.3,3.9,0.333,0.4,1.7,0.25,0.9,2.1,0.4,0.389,0.5,0.7,0.7,1.0,2.5,3.5,1.6,0.5,0.1,1.0,1.3,3.5,
477.0,Reed Sheppard,20.0,HOU,PG,40.0,0.0,11.6,1.3,4.1,0.311,0.7,2.5,0.273,0.6,1.6,0.369,0.393,0.2,0.3,0.9,0.4,1.0,1.4,1.1,0.6,0.4,0.6,0.9,3.5,
478.0,Bruno Fernando,26.0,TOR,C,17.0,2.0,8.6,1.5,2.9,0.531,0.0,0.0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,
479.0,Collin Gillespie,25.0,PHO,PG,8.0,0.0,5.5,1.3,2.3,0.556,0.4,0.8,0.5,0.9,1.5,0.583,0.639,0.5,0.6,0.8,0.4,0.5,0.9,0.9,0.3,0.3,0.3,0.5,3.4,
480.0,Doug McDermott,33.0,SAC,SF,31.0,3.0,8.4,1.2,2.7,0.424,1.0,2.3,0.431,0.2,0.4,0.385,0.606,0.1,0.2,0.6,0.1,0.5,0.5,0.1,0.1,0.0,0.2,0.9,3.4,
481.0,Nicolas Batum,36.0,LAC,PF,52.0,1.0,17.4,1.1,2.9,0.384,0.9,2.4,0.376,0.2,0.5,0.423,0.54,0.2,0.3,0.786,0.7,2.2,2.9,1.3,0.6,0.4,0.4,1.5,3.3,
482.0,Luka Garza,26.0,MIN,C,23.0,0.0,5.6,1.3,2.9,0.463,0.2,1.0,0.227,1.1,2.0,0.578,0.5,0.4,0.6,0.643,0.9,0.7,1.7,0.2,0.1,0.0,0.3,0.8,3.3,
483.0,Gary Harris,30.0,ORL,SG,27.0,2.0,15.9,1.2,3.1,0.386,0.8,2.4,0.338,0.4,0.7,0.556,0.518,0.1,0.3,0.5,0.5,0.7,1.2,0.6,0.6,0.3,0.4,0.9,3.3,
484.0,Jalen Pickett,25.0,DEN,SG,25.0,0.0,11.3,1.3,3.0,0.434,0.6,1.6,0.385,0.7,1.5,0.486,0.533,0.1,0.1,1.0,0.2,1.0,1.2,1.9,0.3,0.1,0.4,0.5,3.3,
485.0,Cam Reddish,25.0,LAL,SF,31.0,8.0,18.1,1.2,2.8,0.43,0.4,1.5,0.289,0.8,1.3,0.585,0.506,0.5,0.8,0.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.4,3.3,
486.0,Landry Shamet,27.0,NYK,SG,22.0,0.0,11.0,1.4,3.0,0.455,0.5,1.6,0.306,0.9,1.4,0.633,0.538,0.1,0.2,0.4,0.2,0.5,0.8,0.6,0.4,0.1,0.4,0.8,3.3,
487.0,Orlando Robinson,24.0,2TM,C,20.0,0.0,10.1,1.2,3.0,0.383,0.1,0.6,0.167,1.1,2.4,0.438,0.4,0.8,1.1,0.727,0.9,1.9,2.8,1.0,0.4,0.2,0.6,1.5,3.2,
488.0,Orlando Robinson,24.0,SAC,C,9.0,0.0,6.3,0.8,1.9,0.412,0.1,0.6,0.2,0.7,1.3,0.5,0.441,0.4,0.8,0.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,
489.0,Orlando Robinson,24.0,TOR,C,11.0,0.0,13.2,1.5,3.9,0.372,0.1,0.6,0.143,1.4,3.3,0.417,0.384,1.1,1.4,0.8,1.3,2.5,3.7,1.0,0.4,0.3,0.7,2.1,4.1,
490.0,Moses Brown,25.0,IND,C,9.0,0.0,5.1,1.4,2.2,0.65,0.0,0.0,,1.4,2.2,0.65,0.65,0.3,0.6,0.6,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,
491.0,Elijah Harkless,24.0,UTA,SG,10.0,0.0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1.0,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,
492.0,Wendell Moore Jr.,23.0,DET,SG,20.0,1.0,11.0,1.2,2.5,0.46,0.2,0.7,0.286,1.0,1.8,0.528,0.5,0.7,0.7,0.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,
493.0,Jaylon Tyson,22.0,CLE,SG,35.0,2.0,9.8,1.2,2.6,0.457,0.4,1.1,0.378,0.8,1.6,0.509,0.533,0.4,0.5,0.778,0.8,1.4,2.2,0.9,0.2,0.1,0.5,1.2,3.2,
494.0,Kylor Kelley,27.0,DAL,C,7.0,1.0,8.6,1.3,1.6,0.818,0.0,0.0,,1.3,1.6,0.818,0.818,0.6,0.9,0.667,1.1,1.7,2.9,0.1,0.0,0.3,0.1,1.1,3.1,
495.0,Craig Porter Jr.,24.0,CLE,PG,33.0,0.0,9.4,1.2,2.2,0.556,0.3,0.8,0.44,0.9,1.4,0.617,0.632,0.3,0.4,0.769,0.2,0.8,1.1,1.3,0.4,0.3,0.6,0.5,3.1,
496.0,Terrence Shannon Jr.,24.0,MIN,SG,16.0,0.0,8.0,1.3,2.7,0.465,0.3,0.9,0.267,1.0,1.8,0.571,0.512,0.4,0.5,0.75,0.3,0.7,0.9,0.9,0.3,0.1,0.4,0.4,3.1,
497.0,JT Thor,22.0,CLE,PF,9.0,0.0,4.7,1.0,1.7,0.6,0.3,0.7,0.5,0.7,1.0,0.667,0.7,0.8,0.9,0.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,
498.0,Jarred Vanderbilt,25.0,LAL,PF,9.0,0.0,16.6,1.3,3.1,0.429,0.2,0.9,0.25,1.1,2.2,0.5,0.464,0.2,0.7,0.333,2.1,4.0,6.1,1.2,1.2,0.1,0.9,1.7,3.1,
499.0,Dominick Barlow,21.0,ATL,SF,16.0,2.0,8.2,1.3,2.8,0.455,0.3,0.8,0.333,1.0,2.0,0.5,0.5,0.3,0.5,0.5,0.4,1.3,1.6,0.3,0.2,0.4,0.1,0.8,3.0,
500.0,Adem Bona,21.0,PHI,C,37.0,1.0,11.1,1.1,1.6,0.695,0.0,0.0,,1.1,1.6,0.695,0.695,0.8,1.2,0.636,1.0,1.8,2.8,0.3,0.2,0.8,0.7,1.9,3.0,
501.0,Maxi Kleber,33.0,DAL,PF,34.0,4.0,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,
502.0,Taze Moore,26.0,POR,SG,2.0,0.0,10.0,1.0,5.0,0.2,0.5,2.0,0.25,0.5,3.0,0.167,0.25,0.5,1.0,0.5,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,
503.0,Pat Spencer,28.0,GSW,PG,23.0,0.0,7.5,1.2,3.0,0.412,0.1,0.5,0.167,1.1,2.4,0.464,0.426,0.5,0.7,0.733,0.4,1.0,1.4,1.5,0.4,0.1,0.6,0.7,3.0,
504.0,Blake Wesley,21.0,SAS,SG,32.0,0.0,9.0,1.2,2.6,0.458,0.1,0.7,0.182,1.1,1.9,0.557,0.482,0.5,0.7,0.739,0.2,0.5,0.7,1.9,0.4,0.1,0.9,0.5,3.0,
505.0,Jae Crowder,34.0,SAC,PF,7.0,2.0,13.1,0.9,2.4,0.353,0.4,1.7,0.25,0.4,0.7,0.6,0.441,0.7,0.9,0.833,0.9,1.6,2.4,0.6,0.4,0.0,0.6,1.4,2.9,
506.0,Taj Gibson,39.0,CHO,C,24.0,11.0,11.9,1.2,2.6,0.46,0.0,0.1,0.5,1.2,2.5,0.459,0.468,0.5,0.7,0.688,1.6,2.3,3.9,0.6,0.3,0.5,0.8,1.6,2.9,
507.0,Caleb Houstan,22.0,ORL,SF,37.0,5.0,11.8,0.9,2.8,0.324,0.8,2.5,0.319,0.1,0.4,0.357,0.462,0.3,0.3,0.909,0.4,0.6,1.0,0.4,0.2,0.1,0.1,1.0,2.9,
508.0,Tyler Smith,20.0,MIL,PF,15.0,0.0,5.0,1.1,2.3,0.5,0.5,1.3,0.4,0.6,0.9,0.643,0.618,0.1,0.3,0.5,0.3,1.0,1.3,0.3,0.1,0.2,0.4,0.5,2.9,
509.0,Branden Carlson,25.0,OKC,C,18.0,0.0,5.8,1.0,2.1,0.474,0.7,1.7,0.433,0.3,0.4,0.625,0.645,0.1,0.1,1.0,0.3,1.2,1.4,0.3,0.1,0.3,0.1,0.7,2.8,
510.0,Mason Jones,26.0,SAC,SG,5.0,0.0,5.6,1.2,2.4,0.5,0.2,1.2,0.167,1.0,1.2,0.833,0.542,0.2,0.4,0.5,0.4,1.2,1.6,1.8,0.0,0.0,0.2,0.2,2.8,
511.0,A.J. Lawson,24.0,TOR,SG,4.0,0.0,3.8,1.0,2.0,0.5,0.5,1.3,0.4,0.5,0.8,0.667,0.625,0.3,0.8,0.333,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.0,2.8,
512.0,AJ Johnson,20.0,2TM,SG,10.0,0.0,7.0,1.1,2.7,0.407,0.4,1.0,0.4,0.7,1.7,0.412,0.481,0.1,0.2,0.5,0.0,0.9,0.9,1.2,0.1,0.0,0.5,0.5,2.7,
513.0,AJ Johnson,20.0,MIL,SG,7.0,0.0,6.3,1.1,2.7,0.421,0.4,0.7,0.6,0.7,2.0,0.357,0.5,0.1,0.3,0.5,0.0,1.0,1.0,1.0,0.1,0.0,0.6,0.0,2.9,
514.0,AJ Johnson,20.0,WAS,SG,3.0,0.0,8.7,1.0,2.7,0.375,0.3,1.7,0.2,0.7,1.0,0.667,0.438,0.0,0.0,,0.0,0.7,0.7,1.7,0.0,0.0,0.3,1.7,2.3,
515.0,Drew Peterson,25.0,BOS,PF,14.0,0.0,9.1,0.9,1.8,0.48,0.6,1.4,0.421,0.3,0.4,0.667,0.64,0.4,0.5,0.857,0.4,1.6,1.9,0.8,0.1,0.1,0.4,0.9,2.7,
516.0,Kobe Brown,25.0,LAC,PF,23.0,0.0,7.6,1.1,2.3,0.5,0.2,0.8,0.222,1.0,1.5,0.647,0.538,0.2,0.2,0.8,0.7,1.4,2.0,0.7,0.1,0.1,0.3,0.7,2.6,
517.0,John Konchar,28.0,MEM,SG,29.0,3.0,13.0,1.0,2.3,0.424,0.5,1.6,0.326,0.4,0.7,0.65,0.538,0.2,0.2,0.833,0.9,2.7,3.6,1.0,0.5,0.4,0.3,0.9,2.6,
518.0,Zeke Nnaji,24.0,DEN,PF,34.0,2.0,8.3,1.1,2.2,0.493,0.2,0.8,0.222,0.9,1.4,0.646,0.533,0.3,0.4,0.6,0.4,1.0,1.4,0.3,0.3,0.4,0.2,0.9,2.6,
519.0,E.J. Liddell,24.0,CHI,PF,6.0,0.0,5.2,0.8,1.3,0.625,0.5,1.0,0.5,0.3,0.3,1.0,0.813,0.3,0.3,1.0,0.2,0.7,0.8,0.5,0.2,0.2,0.3,1.3,2.5,
520.0,Josh Minott,22.0,MIN,SF,33.0,0.0,6.8,1.0,2.2,0.451,0.2,0.9,0.226,0.8,1.2,0.625,0.5,0.3,0.4,0.846,0.3,0.8,1.1,0.4,0.4,0.3,0.2,0.8,2.5,
521.0,Jackson Rowe,28.0,GSW,PF,4.0,0.0,8.5,1.0,3.0,0.333,0.5,2.3,0.222,0.5,0.8,0.667,0.417,0.0,0.5,0.0,0.0,1.8,1.8,0.8,0.8,0.0,0.0,1.0,2.5,
522.0,Delon Wright,32.0,2TM,PG,27.0,2.0,15.1,0.8,3.0,0.268,0.4,1.8,0.245,0.4,1.2,0.303,0.341,0.3,0.6,0.563,0.6,1.1,1.7,1.8,0.9,0.3,0.5,0.6,2.4,
