Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
523.0,Delon Wright,32.0,MIL,PG,26.0,2.0,15.6,0.8,3.2,0.268,0.5,1.9,0.245,0.4,1.3,0.303,0.341,0.3,0.6,0.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,
524.0,Delon Wright,32.0,NYK,PG,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
525.0,Johnny Davis,22.0,WAS,SG,34.0,0.0,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.455,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,
526.0,Trey Jemison,25.0,2TM,C,23.0,0.0,9.8,1.0,2.0,0.511,0.0,0.0,,1.0,2.0,0.511,0.511,0.4,1.1,0.36,1.1,1.6,2.7,0.5,0.3,0.4,0.6,1.9,2.4,
527.0,Trey Jemison,25.0,NOP,C,16.0,0.0,10.4,0.9,2.0,0.469,0.0,0.0,,0.9,2.0,0.469,0.469,0.5,1.3,0.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,
528.0,Trey Jemison,25.0,LAL,C,7.0,0.0,8.6,1.1,1.9,0.615,0.0,0.0,,1.1,1.9,0.615,0.615,0.1,0.6,0.25,0.6,2.0,2.6,0.3,0.1,0.6,0.6,2.3,2.4,
529.0,Rayan Rupert,20.0,POR,SG,37.0,0.0,7.9,0.9,2.1,0.405,0.3,1.0,0.278,0.6,1.2,0.512,0.468,0.4,0.5,0.722,0.6,0.6,1.2,0.4,0.2,0.1,0.5,0.5,2.4,
530.0,Markieff Morris,35.0,2TM,PF,10.0,0.0,6.1,0.8,3.2,0.25,0.5,2.0,0.25,0.3,1.2,0.25,0.328,0.2,0.2,1.0,0.0,0.9,0.9,0.7,0.1,0.1,0.3,0.5,2.3,
531.0,Markieff Morris,35.0,DAL,PF,7.0,0.0,5.9,0.7,3.1,0.227,0.3,1.9,0.154,0.4,1.3,0.333,0.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7,
532.0,Markieff Morris,35.0,LAL,PF,3.0,0.0,6.7,1.0,3.3,0.3,1.0,2.3,0.429,0.0,1.0,0.0,0.45,0.7,0.7,1.0,0.0,0.3,0.3,1.0,0.0,0.0,0.3,1.0,3.7,
533.0,Vlatko Čančar,27.0,DEN,PF,4.0,0.0,8.5,1.0,1.8,0.571,0.3,0.5,0.5,0.8,1.3,0.6,0.643,0.0,0.0,,0.8,1.3,2.0,0.0,0.0,0.3,0.5,1.0,2.3,
534.0,Lester Quiñones,24.0,PHI,SG,4.0,0.0,4.3,1.0,2.0,0.5,0.0,0.8,0.0,1.0,1.3,0.8,0.5,0.3,0.3,1.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,
535.0,Duop Reath,28.0,POR,C,26.0,0.0,5.3,0.8,2.0,0.385,0.5,1.4,0.333,0.3,0.6,0.5,0.5,0.3,0.4,0.8,0.3,0.5,0.8,0.2,0.0,0.1,0.2,0.6,2.3,
536.0,Dillon Jones,23.0,OKC,SF,35.0,0.0,9.2,0.8,2.4,0.333,0.3,1.3,0.2,0.5,1.1,0.487,0.387,0.3,0.6,0.55,0.7,1.4,2.1,1.0,0.2,0.1,0.4,1.0,2.2,
537.0,Kai Jones,24.0,LAC,C,28.0,0.0,7.4,0.9,1.3,0.722,0.0,0.1,0.0,0.9,1.2,0.765,0.722,0.3,0.4,0.75,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,
538.0,Christian Koloko,24.0,LAL,C,29.0,0.0,8.5,1.0,1.5,0.651,0.0,0.1,0.0,1.0,1.4,0.683,0.651,0.2,0.3,0.875,1.0,1.2,2.2,0.4,0.2,0.3,0.2,1.1,2.2,
539.0,Hunter Tyson,24.0,DEN,PF,39.0,0.0,7.7,0.7,1.8,0.375,0.4,1.2,0.319,0.3,0.6,0.48,0.479,0.4,0.6,0.696,0.3,1.2,1.5,0.4,0.1,0.1,0.3,0.9,2.2,
540.0,Patrick Baldwin Jr.,22.0,WAS,SF,22.0,0.0,4.6,0.8,1.5,0.515,0.5,1.0,0.524,0.3,0.5,0.5,0.682,0.1,0.2,0.5,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1,
541.0,Chris Duarte,27.0,CHI,SG,17.0,0.0,4.4,0.7,1.5,0.462,0.4,0.9,0.4,0.4,0.6,0.545,0.577,0.4,0.5,0.75,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,
542.0,Kessler Edwards,24.0,DAL,SF,26.0,6.0,11.2,0.8,2.0,0.415,0.3,0.9,0.292,0.6,1.1,0.517,0.481,0.1,0.1,1.0,0.4,1.7,2.1,0.9,0.4,0.4,0.3,1.0,2.1,
543.0,Pete Nance,24.0,PHI,C,7.0,0.0,9.7,0.7,2.1,0.333,0.6,1.7,0.333,0.1,0.4,0.333,0.467,0.1,0.3,0.5,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,
544.0,Reece Beekman,23.0,2TM,PG,22.0,0.0,10.1,0.8,2.3,0.353,0.2,0.9,0.211,0.6,1.5,0.438,0.392,0.2,0.4,0.556,0.2,0.5,0.7,1.4,0.6,0.1,0.5,0.6,2.0,
545.0,Reece Beekman,23.0,GSW,PG,2.0,0.0,2.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,
546.0,Reece Beekman,23.0,BRK,PG,20.0,0.0,10.9,0.9,2.5,0.34,0.2,1.0,0.211,0.7,1.6,0.419,0.38,0.3,0.5,0.556,0.2,0.5,0.7,1.5,0.6,0.1,0.6,0.7,2.2,
547.0,MarJon Beauchamp,24.0,2TM,SF,28.0,0.0,4.5,0.7,1.8,0.388,0.3,0.8,0.348,0.4,0.9,0.423,0.469,0.3,0.4,0.75,0.3,0.9,1.1,0.3,0.1,0.0,0.5,0.4,2.0,
548.0,MarJon Beauchamp,24.0,MIL,SF,26.0,0.0,4.7,0.7,1.8,0.383,0.3,0.8,0.333,0.4,1.0,0.423,0.457,0.3,0.5,0.75,0.3,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.0,
549.0,MarJon Beauchamp,24.0,LAC,SF,2.0,0.0,2.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,
550.0,Keion Brooks Jr.,24.0,NOP,SF,2.0,0.0,5.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,2.0,0.5,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,2.0,
551.0,Jalen Hood-Schifino,21.0,LAL,SG,2.0,0.0,7.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,
552.0,Cory Joseph,33.0,ORL,PG,31.0,0.0,7.3,0.7,2.0,0.361,0.5,1.4,0.357,0.2,0.6,0.368,0.484,0.1,0.1,0.5,0.2,0.5,0.7,0.8,0.4,0.1,0.4,0.6,2.0,
553.0,Alex Reese,25.0,OKC,PF,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,
554.0,Adama Sanogo,22.0,CHI,C,4.0,0.0,5.3,1.0,1.8,0.571,0.0,0.0,,1.0,1.8,0.571,0.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,
555.0,Jordan McLaughlin,28.0,2TM,PG,29.0,0.0,6.6,0.6,1.5,0.364,0.3,0.9,0.385,0.2,0.6,0.333,0.477,0.4,0.6,0.688,0.1,0.6,0.7,0.8,0.4,0.0,0.4,0.4,1.8,
556.0,Jordan McLaughlin,28.0,SAC,PG,28.0,0.0,6.8,0.6,1.6,0.364,0.4,0.9,0.385,0.2,0.6,0.333,0.477,0.4,0.6,0.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,
557.0,Jordan McLaughlin,28.0,SAS,PG,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
558.0,Cam Christie,19.0,LAC,SG,6.0,0.0,5.2,0.7,2.0,0.333,0.3,1.3,0.25,0.3,0.7,0.5,0.417,0.2,0.3,0.5,0.2,0.8,1.0,0.3,0.3,0.0,0.3,0.3,1.8,
559.0,Johnny Furphy,20.0,IND,SG,34.0,0.0,7.1,0.6,1.7,0.368,0.3,0.9,0.344,0.3,0.7,0.4,0.465,0.3,0.3,1.0,0.5,0.7,1.2,0.3,0.3,0.2,0.3,0.7,1.8,
560.0,Anthony Gill,32.0,WAS,PF,37.0,0.0,5.6,0.6,1.2,0.5,0.1,0.4,0.333,0.5,0.8,0.586,0.557,0.5,0.8,0.607,0.2,0.6,0.8,0.2,0.2,0.1,0.2,0.5,1.8,
561.0,Tyler Kolek,23.0,NYK,PG,29.0,0.0,5.1,0.6,1.6,0.383,0.4,1.0,0.393,0.2,0.7,0.368,0.5,0.2,0.2,1.0,0.1,0.4,0.5,0.8,0.2,0.0,0.3,0.4,1.8,
562.0,Leonard Miller,21.0,MIN,SF,8.0,0.0,2.8,0.4,1.5,0.25,0.0,0.6,0.0,0.4,0.9,0.429,0.25,1.0,1.0,1.0,0.4,0.9,1.3,0.0,0.1,0.1,0.3,0.3,1.8,
563.0,Enrique Freeman,24.0,IND,PF,19.0,1.0,7.3,0.6,1.3,0.48,0.1,0.3,0.167,0.6,1.0,0.579,0.5,0.4,0.7,0.538,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.7,
564.0,Jaden Springer,22.0,BOS,SG,26.0,0.0,5.4,0.5,1.3,0.353,0.2,0.7,0.316,0.2,0.6,0.4,0.441,0.6,0.8,0.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,
565.0,Tristan Thompson,33.0,CLE,C,28.0,0.0,7.8,0.8,1.7,0.438,0.0,0.1,0.0,0.8,1.6,0.467,0.438,0.2,0.8,0.227,0.7,2.3,3.0,0.7,0.0,0.3,0.4,0.9,1.7,
566.0,Keshad Johnson,23.0,MIA,SF,10.0,0.0,5.7,0.7,1.2,0.583,0.1,0.4,0.25,0.6,0.8,0.75,0.625,0.1,0.6,0.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,
567.0,Bryce McGowens,22.0,POR,SG,8.0,0.0,2.6,0.5,0.9,0.571,0.0,0.3,0.0,0.5,0.6,0.8,0.571,0.6,0.8,0.833,0.1,0.0,0.1,0.1,0.1,0.0,0.4,0.3,1.6,
568.0,Jericho Sims,26.0,NYK,C,39.0,5.0,10.8,0.7,1.2,0.609,0.0,0.0,,0.7,1.2,0.609,0.609,0.2,0.3,0.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6,
569.0,Armel Traoré,22.0,LAL,SF,9.0,0.0,7.4,0.7,2.1,0.316,0.0,0.8,0.0,0.7,1.3,0.5,0.316,0.2,0.8,0.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,
570.0,Jordan Walsh,20.0,BOS,PF,37.0,1.0,7.6,0.5,1.5,0.357,0.3,1.1,0.282,0.2,0.5,0.529,0.455,0.2,0.3,0.583,0.4,0.7,1.1,0.3,0.2,0.2,0.2,0.5,1.6,
571.0,Alex Len,31.0,2TM,C,37.0,3.0,7.6,0.6,1.2,0.522,0.0,0.2,0.167,0.6,1.1,0.575,0.533,0.2,0.4,0.538,0.7,1.2,1.9,0.9,0.2,0.5,0.3,1.0,1.5,
572.0,Alex Len,31.0,SAC,C,36.0,3.0,7.2,0.6,1.1,0.537,0.0,0.2,0.167,0.6,1.0,0.6,0.549,0.2,0.4,0.538,0.7,1.1,1.8,0.8,0.2,0.5,0.3,1.0,1.4,
573.0,Alex Len,31.0,LAL,C,1.0,0.0,22.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,0.0,0.0,,2.0,5.0,7.0,2.0,0.0,1.0,0.0,3.0,4.0,
574.0,Pacome Dadiet,19.0,NYK,SG,13.0,0.0,6.4,0.5,1.5,0.3,0.4,1.1,0.357,0.1,0.5,0.167,0.425,0.2,0.2,1.0,0.0,1.0,1.0,0.4,0.1,0.2,0.1,0.4,1.5,
575.0,Alex Ducas,24.0,OKC,SG,15.0,0.0,4.7,0.5,1.5,0.364,0.5,1.1,0.438,0.1,0.4,0.167,0.523,0.0,0.0,,0.3,0.7,1.0,0.1,0.1,0.0,0.1,0.3,1.5,
576.0,David Duke Jr.,25.0,SAS,SG,2.0,0.0,6.0,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.5,
577.0,Jazian Gortman,21.0,DAL,PG,16.0,0.0,3.6,0.6,1.4,0.391,0.3,0.7,0.364,0.3,0.8,0.417,0.478,0.1,0.3,0.5,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,
578.0,Ariel Hukporti,22.0,NYK,C,22.0,0.0,7.5,0.6,1.0,0.609,0.0,0.0,,0.6,1.0,0.609,0.609,0.3,0.5,0.545,0.5,1.5,1.9,0.4,0.0,0.5,0.7,1.0,1.5,
579.0,Quincy Olivari,23.0,LAL,PG,2.0,0.0,5.0,0.5,2.5,0.2,0.5,2.5,0.2,0.0,0.0,,0.3,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,
580.0,Dwight Powell,33.0,DAL,C,33.0,0.0,7.6,0.4,0.5,0.778,0.0,0.0,1.0,0.4,0.5,0.765,0.806,0.6,0.9,0.667,0.7,1.1,1.8,0.7,0.4,0.5,0.2,1.2,1.5,
581.0,Colin Castleton,24.0,MEM,C,10.0,0.0,4.6,0.2,1.0,0.2,0.0,0.4,0.0,0.2,0.6,0.333,0.2,1.0,1.1,0.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,
582.0,Adam Flagler,25.0,OKC,SG,22.0,0.0,4.2,0.5,2.5,0.218,0.3,2.0,0.159,0.2,0.5,0.455,0.282,0.0,0.0,,0.1,0.2,0.4,0.0,0.2,0.1,0.0,0.4,1.4,
583.0,Bronny James,20.0,LAL,SG,17.0,0.0,4.2,0.4,1.6,0.25,0.2,0.8,0.231,0.2,0.9,0.267,0.304,0.4,0.5,0.667,0.1,0.4,0.4,0.5,0.2,0.1,0.3,0.4,1.4,
584.0,Matt Ryan,27.0,NYK,SF,18.0,0.0,3.5,0.5,1.6,0.321,0.3,0.9,0.294,0.2,0.6,0.364,0.411,0.1,0.1,1.0,0.0,0.4,0.4,0.1,0.1,0.0,0.2,0.1,1.4,
585.0,Sidy Cissoko,20.0,SAS,SF,17.0,0.0,3.2,0.5,1.1,0.5,0.2,0.4,0.429,0.4,0.6,0.545,0.583,0.1,0.4,0.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.3,
586.0,Jack McVeigh,28.0,HOU,PF,6.0,0.0,3.5,0.5,1.8,0.273,0.3,1.3,0.25,0.2,0.5,0.333,0.364,0.0,0.0,,0.2,0.5,0.7,0.2,0.0,0.2,0.2,0.2,1.3,
587.0,JD Davison,22.0,BOS,PG,5.0,0.0,4.8,0.4,1.0,0.4,0.2,0.6,0.333,0.2,0.4,0.5,0.5,0.2,0.4,0.5,0.0,0.4,0.4,0.2,0.2,0.0,1.2,0.2,1.2,
588.0,Yuki Kawamura,23.0,MEM,PG,20.0,0.0,3.2,0.4,1.1,0.364,0.2,0.8,0.25,0.2,0.3,0.667,0.455,0.2,0.3,0.667,0.0,0.4,0.4,0.7,0.1,0.0,0.2,0.4,1.2,
589.0,Chris Livingston,21.0,MIL,SF,12.0,1.0,4.8,0.4,1.1,0.385,0.0,0.3,0.0,0.4,0.8,0.556,0.385,0.3,0.5,0.667,0.5,1.1,1.6,0.1,0.3,0.0,0.4,0.3,1.2,
590.0,PJ Hall,22.0,DEN,C,14.0,0.0,3.0,0.4,0.9,0.5,0.0,0.3,0.0,0.4,0.6,0.75,0.5,0.2,0.3,0.75,0.2,0.8,1.0,0.2,0.0,0.1,0.1,0.4,1.1,
591.0,Colby Jones,22.0,SAC,SG,24.0,0.0,5.4,0.5,1.1,0.423,0.2,0.4,0.4,0.3,0.7,0.438,0.5,0.0,0.0,,0.3,0.6,1.0,0.3,0.3,0.3,0.3,0.5,1.1,
592.0,Trey Alexander,21.0,DEN,SG,18.0,0.0,4.4,0.4,1.3,0.292,0.1,0.6,0.2,0.3,0.8,0.357,0.333,0.1,0.1,1.0,0.0,0.5,0.5,0.4,0.1,0.1,0.2,0.4,1.0,
593.0,Jared Rhoden,25.0,CHO,SG,4.0,0.0,3.0,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.333,0.25,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,
594.0,Luke Travers,23.0,CLE,SG,8.0,0.0,6.4,0.4,1.1,0.333,0.0,0.5,0.0,0.4,0.6,0.6,0.333,0.3,0.3,1.0,0.5,0.8,1.3,0.6,0.1,0.1,0.6,0.5,1.0,
595.0,Emoni Bates,21.0,CLE,SF,7.0,0.0,3.9,0.3,2.0,0.143,0.3,1.6,0.182,0.0,0.4,0.0,0.214,0.0,0.0,,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.3,0.9,
596.0,Joe Ingles,37.0,MIN,SF,16.0,0.0,6.4,0.4,1.2,0.316,0.2,0.8,0.25,0.2,0.4,0.429,0.395,0.0,0.0,,0.1,0.6,0.7,1.3,0.1,0.0,0.4,0.6,0.9,
597.0,Xavier Tillman Sr.,26.0,BOS,C,27.0,1.0,7.3,0.4,1.5,0.244,0.1,0.9,0.174,0.2,0.7,0.333,0.293,0.0,0.1,0.5,0.3,1.0,1.3,0.3,0.3,0.2,0.3,0.6,0.9,
598.0,Maxwell Lewis,22.0,2TM,SF,9.0,0.0,3.4,0.3,0.8,0.429,0.1,0.1,1.0,0.2,0.7,0.333,0.5,0.0,0.0,,0.2,0.0,0.2,0.2,0.1,0.0,0.2,0.1,0.8,
599.0,Maxwell Lewis,22.0,LAL,SF,7.0,0.0,4.1,0.3,0.9,0.333,0.0,0.0,,0.3,0.9,0.333,0.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6,
600.0,Maxwell Lewis,22.0,BRK,SF,2.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,
601.0,Jaylen Martin,21.0,2TM,SF,4.0,0.0,1.8,0.3,1.0,0.25,0.3,0.3,1.0,0.0,0.8,0.0,0.375,0.0,0.0,,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.3,0.8,
602.0,Jaylen Martin,21.0,BRK,SF,3.0,0.0,1.7,0.3,0.7,0.5,0.3,0.3,1.0,0.0,0.3,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,
603.0,Jaylen Martin,21.0,WAS,SF,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
604.0,Jalen Bridges,23.0,PHO,SF,5.0,0.0,5.0,0.2,0.8,0.25,0.2,0.8,0.25,0.0,0.0,,0.375,0.2,0.4,0.5,0.0,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8,
605.0,D.J. Carton,24.0,TOR,SG,4.0,0.0,8.3,0.3,1.8,0.143,0.0,0.8,0.0,0.3,1.0,0.25,0.143,0.3,0.3,1.0,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,
606.0,Josh Christopher,23.0,MIA,SG,8.0,0.0,3.5,0.3,0.9,0.286,0.0,0.1,0.0,0.3,0.8,0.333,0.286,0.3,0.5,0.5,0.0,0.4,0.4,0.5,0.0,0.1,0.5,0.1,0.8,
607.0,Isaiah Crawford,23.0,SAC,SF,4.0,0.0,3.5,0.3,0.8,0.333,0.0,0.3,0.0,0.3,0.5,0.5,0.333,0.3,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.8,
608.0,RayJ Dennis,23.0,IND,PG,6.0,0.0,1.8,0.2,0.5,0.333,0.2,0.5,0.333,0.0,0.0,,0.5,0.3,0.3,1.0,0.2,0.3,0.5,0.2,0.3,0.0,0.3,0.2,0.8,
609.0,PJ Dozier,28.0,MIN,SG,9.0,0.0,3.9,0.2,0.3,0.667,0.2,0.3,0.667,0.0,0.0,,1.0,0.1,0.7,0.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,
610.0,James Johnson,37.0,IND,PF,10.0,0.0,3.2,0.4,0.9,0.444,0.0,0.3,0.0,0.4,0.6,0.667,0.444,0.0,0.1,0.0,0.0,0.5,0.5,0.4,0.0,0.2,0.4,0.4,0.8,
611.0,Baylor Scheierman,24.0,BOS,SG,12.0,0.0,6.2,0.3,1.6,0.158,0.1,1.2,0.071,0.2,0.4,0.4,0.184,0.2,0.2,1.0,0.2,1.3,1.5,0.6,0.3,0.0,0.1,0.5,0.8,
612.0,Ulrich Chomche,19.0,TOR,PF,7.0,0.0,4.6,0.3,0.7,0.4,0.0,0.0,,0.3,0.7,0.4,0.4,0.1,0.3,0.5,0.6,0.6,1.1,0.3,0.0,0.1,0.3,0.7,0.7,
613.0,Liam Robbins,25.0,MIL,C,13.0,0.0,4.4,0.2,0.6,0.25,0.0,0.2,0.0,0.2,0.5,0.333,0.25,0.4,0.8,0.5,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,
614.0,Cui Yongxi,21.0,BRK,SG,5.0,0.0,2.0,0.2,1.4,0.143,0.0,0.6,0.0,0.2,0.8,0.25,0.143,0.2,0.4,0.5,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,
615.0,Garrett Temple,38.0,TOR,SG,17.0,0.0,3.9,0.2,0.9,0.2,0.1,0.4,0.143,0.1,0.5,0.25,0.233,0.2,0.2,1.0,0.1,0.5,0.6,0.6,0.4,0.1,0.2,0.4,0.6,
616.0,Stanley Umude,25.0,MIL,SG,19.0,0.0,3.2,0.2,1.1,0.2,0.1,0.6,0.182,0.1,0.5,0.222,0.25,0.1,0.2,0.5,0.2,0.5,0.7,0.1,0.2,0.1,0.1,0.3,0.6,
617.0,Spencer Jones,23.0,DEN,SF,10.0,0.0,2.7,0.2,0.8,0.25,0.1,0.6,0.167,0.1,0.2,0.5,0.313,0.0,0.0,,0.1,0.3,0.4,0.0,0.3,0.0,0.2,0.4,0.5,
618.0,Tristen Newton,23.0,2TM,SG,8.0,0.0,2.0,0.1,1.0,0.125,0.0,0.4,0.0,0.1,0.6,0.2,0.125,0.1,0.1,1.0,0.3,0.3,0.5,0.3,0.1,0.0,0.3,0.5,0.4,
619.0,Tristen Newton,23.0,IND,SG,5.0,0.0,1.6,0.2,1.2,0.167,0.0,0.6,0.0,0.2,0.6,0.333,0.167,0.2,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,
620.0,Tristen Newton,23.0,MIN,SG,3.0,0.0,2.7,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.3,0.7,0.0,
621.0,Jacob Toppin,24.0,NYK,SF,16.0,0.0,3.1,0.2,0.6,0.3,0.0,0.1,0.0,0.2,0.5,0.375,0.3,0.0,0.0,,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.2,0.4,
622.0,Malevy Leons,25.0,OKC,SF,6.0,0.0,3.5,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,
623.0,Daishen Nix,22.0,MIN,PG,3.0,0.0,4.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.7,0.5,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3,
624.0,Bismack Biyombo,32.0,SAS,C,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
625.0,Harrison Ingram,22.0,SAS,SF,2.0,0.0,5.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,
626.0,Daniss Jenkins,23.0,DET,PG,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,
627.0,Bobi Klintman,21.0,DET,SF,3.0,0.0,2.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,0.0,
628.0,Mac McClung,26.0,ORL,SG,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
629.0,Justin Minaya,25.0,POR,SF,6.0,0.0,3.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.3,0.2,0.5,0.3,0.2,0.0,0.0,0.5,0.0,
630.0,Riley Minix,24.0,SAS,SF,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
631.0,Jahlil Okafor,29.0,IND,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
632.0,Chuma Okeke,26.0,PHI,PF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
633.0,Zyon Pullin,23.0,MEM,SG,3.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
634.0,Cole Swider,25.0,DET,SF,2.0,0.0,6.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,
,League Average,,,,,,,,,0.465,,,0.359,,,0.543,0.541,,,0.781,,,,,,,,,,
